date,case,hospital,icu,death,name,sex,agegroup
2021-01-03,356,30,6,4,Lanarkshire,female,65-74
2021-01-03,333,59,7,2,Lanarkshire,female,75-84
2021-01-03,285,50,4,4,Lanarkshire,female,85+
2021-01-03,364,89,10,3,Lanarkshire,male,0
2021-01-03,281,53,9,5,Lanarkshire,male,1-14
2021-01-03,196,93,5,4,Lanarkshire,male,15-44
2021-01-03,174,43,9,2,Lanarkshire,male,45-64
2021-01-03,220,63,11,1,Lanarkshire,male,65-74
2021-01-03,245,36,9,2,Lanarkshire,male,75-84
2021-01-03,292,34,18,3,Lanarkshire,male,85+
2021-01-03,11,51,12,3,Lothian,female,0
2021-01-03,313,40,12,4,Lothian,female,1-14
2021-01-03,248,9,4,4,Lothian,female,15-44
2021-01-03,290,36,10,2,Lothian,female,45-64
2021-01-03,212,49,4,1,Lothian,female,65-74
2021-01-03,368,93,4,0,Lothian,female,75-84
2021-01-03,351,86,10,2,Lothian,female,85+
2021-01-03,311,23,7,3,Lothian,male,0
2021-01-03,507,43,10,2,Lothian,male,1-14
2021-01-03,274,55,12,3,Lothian,male,15-44
2021-01-03,458,71,10,3,Lothian,male,45-64
2021-01-03,248,30,8,2,Lothian,male,65-74
2021-01-03,206,106,7,1,Lothian,male,75-84
2021-01-03,210,62,9,3,Lothian,male,85+
2021-01-03,329,47,15,2,Orkney,female,0
2021-01-03,420,37,4,3,Orkney,female,1-14
2021-01-03,117,42,9,1,Orkney,female,15-44
2021-01-03,286,52,7,4,Orkney,female,45-64
2021-01-03,272,54,9,1,Orkney,female,65-74
2021-01-03,397,60,8,5,Orkney,female,75-84
2021-01-03,396,50,8,0,Orkney,female,85+
2021-01-03,411,73,15,0,Orkney,male,0
2021-01-03,333,62,9,2,Orkney,male,1-14
2021-01-03,341,37,9,2,Orkney,male,15-44
2021-01-03,323,41,6,4,Orkney,male,45-64
2021-01-03,328,77,13,1,Orkney,male,65-74
2021-01-03,424,62,10,4,Orkney,male,75-84
2021-01-03,185,1,11,1,Orkney,male,85+
2021-01-03,226,43,12,0,Shetland,female,0
2021-01-03,337,21,19,2,Shetland,female,1-14
2021-01-03,234,49,12,1,Shetland,female,15-44
2021-01-03,311,42,10,2,Shetland,female,45-64
2021-01-03,107,50,10,3,Shetland,female,65-74
2021-01-03,298,67,14,4,Shetland,female,75-84
2021-01-03,152,44,6,3,Shetland,female,85+
2021-01-03,358,56,11,1,Shetland,male,0
2021-01-03,150,67,4,2,Shetland,male,1-14
2021-01-03,77,90,16,2,Shetland,male,15-44
2021-01-03,168,17,9,3,Shetland,male,45-64
2021-01-03,336,72,8,2,Shetland,male,65-74
2021-01-03,66,58,13,2,Shetland,male,75-84
2021-01-03,217,42,3,2,Shetland,male,85+
2021-01-03,226,34,5,2,Tayside,female,0
2021-01-03,209,56,4,3,Tayside,female,1-14
2021-01-03,514,72,4,4,Tayside,female,15-44
2021-01-03,424,36,12,2,Tayside,female,45-64
2021-01-03,381,24,6,2,Tayside,female,65-74
2021-01-03,331,85,6,3,Tayside,female,75-84
2021-01-03,479,57,14,3,Tayside,female,85+
2021-01-03,407,44,6,3,Tayside,male,0
2021-01-03,232,66,5,1,Tayside,male,1-14
2021-01-03,330,69,9,2,Tayside,male,15-44
2021-01-03,336,79,4,3,Tayside,male,45-64
2021-01-03,474,38,8,2,Tayside,male,65-74
2021-01-03,218,77,4,2,Tayside,male,75-84
2021-01-03,298,81,8,2,Tayside,male,85+
2021-01-03,248,59,6,4,Western Isles,female,0
2021-01-03,262,55,6,3,Western Isles,female,1-14
2021-01-03,203,82,12,0,Western Isles,female,15-44
2021-01-03,0,44,4,2,Western Isles,female,45-64
2021-01-03,461,40,4,3,Western Isles,female,65-74
2021-01-03,320,78,9,2,Western Isles,female,75-84
2021-01-03,325,56,12,4,Western Isles,female,85+
2021-01-03,53,78,12,2,Western Isles,male,0
2021-01-03,152,61,18,2,Western Isles,male,1-14
2021-01-03,452,36,12,3,Western Isles,male,15-44
2021-01-03,241,105,10,3,Western Isles,male,45-64
2021-01-03,478,28,6,2,Western Isles,male,65-74
2021-01-03,557,61,13,2,Western Isles,male,75-84
2021-01-03,418,27,4,1,Western Isles,male,85+
2021-01-04,128,21,9,3,Ayrshire and Arran,female,0
2021-01-04,384,67,10,2,Ayrshire and Arran,female,1-14
2021-01-04,322,11,9,2,Ayrshire and Arran,female,15-44
2021-01-04,445,30,8,4,Ayrshire and Arran,female,45-64
2021-01-04,293,57,9,2,Ayrshire and Arran,female,65-74
2021-01-04,119,47,5,0,Ayrshire and Arran,female,75-84
2021-01-04,224,59,9,2,Ayrshire and Arran,female,85+
2021-01-04,266,42,0,3,Ayrshire and Arran,male,0
2021-01-04,435,36,5,2,Ayrshire and Arran,male,1-14
2021-01-04,454,39,17,2,Ayrshire and Arran,male,15-44
2021-01-04,312,40,4,3,Ayrshire and Arran,male,45-64
2021-01-04,478,73,11,2,Ayrshire and Arran,male,65-74
2021-01-04,314,28,5,5,Ayrshire and Arran,male,75-84
2021-01-04,229,11,6,1,Ayrshire and Arran,male,85+
2021-01-04,273,73,12,4,Borders,female,0
2021-01-04,267,54,12,0,Borders,female,1-14
2021-01-04,326,52,1,2,Borders,female,15-44
2021-01-04,250,67,5,0,Borders,female,45-64
2021-01-04,344,64,11,4,Borders,female,65-74
2021-01-04,274,59,9,3,Borders,female,75-84
2021-01-04,4,50,11,4,Borders,female,85+
2021-01-04,111,52,3,2,Borders,male,0
2021-01-04,312,87,9,1,Borders,male,1-14
2021-01-04,210,52,5,0,Borders,male,15-44
2021-01-04,254,58,5,3,Borders,male,45-64
2021-01-04,278,55,8,3,Borders,male,65-74
2021-01-04,222,29,13,0,Borders,male,75-84
2021-01-04,383,52,11,3,Borders,male,85+
2021-01-04,376,92,4,3,Dumfries and Galloway,female,0
2021-01-04,223,26,6,4,Dumfries and Galloway,female,1-14
2021-01-04,378,68,13,1,Dumfries and Galloway,female,15-44
2021-01-04,222,41,7,3,Dumfries and Galloway,female,45-64
2021-01-04,93,89,14,2,Dumfries and Galloway,female,65-74
2021-01-04,193,83,10,1,Dumfries and Galloway,female,75-84
2021-01-04,419,31,11,4,Dumfries and Galloway,female,85+
2021-01-04,349,59,2,1,Dumfries and Galloway,male,0
2021-01-04,386,139,6,1,Dumfries and Galloway,male,1-14
2021-01-04,158,36,11,3,Dumfries and Galloway,male,15-44
2021-01-04,300,50,18,3,Dumfries and Galloway,male,45-64
2021-01-04,202,12,4,3,Dumfries and Galloway,male,65-74
2021-01-04,41,37,11,2,Dumfries and Galloway,male,75-84
2021-01-04,263,32,4,3,Dumfries and Galloway,male,85+
2021-01-04,225,38,10,3,Fife,female,0
2021-01-04,282,63,3,3,Fife,female,1-14
2021-01-04,413,54,15,2,Fife,female,15-44
2021-01-04,285,71,9,3,Fife,female,45-64
2021-01-04,306,42,3,4,Fife,female,65-74
2021-01-04,289,44,6,0,Fife,female,75-84
2021-01-04,115,19,3,1,Fife,female,85+
2021-01-04,429,63,15,3,Fife,male,0
2021-01-04,238,44,20,3,Fife,male,1-14
2021-01-04,447,28,12,2,Fife,male,15-44
2021-01-04,363,82,8,4,Fife,male,45-64
2021-01-04,249,44,7,2,Fife,male,65-74
2021-01-04,332,54,13,2,Fife,male,75-84
2021-01-04,125,50,7,2,Fife,male,85+
2021-01-04,214,41,14,3,Forth Valley,female,0
2021-01-04,331,29,8,1,Forth Valley,female,1-14
2021-01-04,454,47,7,2,Forth Valley,female,15-44
2021-01-04,190,60,13,2,Forth Valley,female,45-64
2021-01-04,232,36,16,1,Forth Valley,female,65-74
2021-01-04,252,20,0,4,Forth Valley,female,75-84
2021-01-04,232,60,15,2,Forth Valley,female,85+
2021-01-04,316,31,6,3,Forth Valley,male,0
2021-01-04,126,62,14,4,Forth Valley,male,1-14
2021-01-04,282,73,10,2,Forth Valley,male,15-44
2021-01-04,456,38,9,1,Forth Valley,male,45-64
2021-01-04,445,34,3,1,Forth Valley,male,65-74
2021-01-04,255,19,3,2,Forth Valley,male,75-84
2021-01-04,281,32,13,1,Forth Valley,male,85+
2021-01-04,234,21,13,4,Grampian,female,0
2021-01-04,488,72,12,1,Grampian,female,1-14
2021-01-04,228,45,11,3,Grampian,female,15-44
2021-01-04,89,26,15,3,Grampian,female,45-64
2021-01-04,371,56,5,4,Grampian,female,65-74
2021-01-04,198,44,14,0,Grampian,female,75-84
2021-01-04,228,95,7,4,Grampian,female,85+
2021-01-04,350,80,6,2,Grampian,male,0
2021-01-04,314,24,12,3,Grampian,male,1-14
2021-01-04,212,21,7,3,Grampian,male,15-44
2021-01-04,95,80,7,4,Grampian,male,45-64
2021-01-04,270,92,9,3,Grampian,male,65-74
2021-01-04,86,41,11,2,Grampian,male,75-84
2021-01-04,385,32,11,2,Grampian,male,85+
2021-01-04,283,66,12,2,Greater Glasgow and Clyde,female,0
2021-01-04,293,24,8,4,Greater Glasgow and Clyde,female,1-14
2021-01-04,226,2,13,3,Greater Glasgow and Clyde,female,15-44
2021-01-04,244,47,6,0,Greater Glasgow and Clyde,female,45-64
2021-01-04,361,3,16,2,Greater Glasgow and Clyde,female,65-74
2021-01-04,348,32,0,4,Greater Glasgow and Clyde,female,75-84
2021-01-04,267,53,7,2,Greater Glasgow and Clyde,female,85+
2021-01-04,299,79,17,3,Greater Glasgow and Clyde,male,0
2021-01-04,166,29,7,2,Greater Glasgow and Clyde,male,1-14
2021-01-04,408,21,4,2,Greater Glasgow and Clyde,male,15-44
2021-01-04,317,46,8,2,Greater Glasgow and Clyde,male,45-64
2021-01-04,227,57,9,3,Greater Glasgow and Clyde,male,65-74
2021-01-04,41,68,4,2,Greater Glasgow and Clyde,male,75-84
2021-01-04,599,72,13,3,Greater Glasgow and Clyde,male,85+
2021-01-04,340,31,17,2,Highland,female,0
2021-01-04,320,107,9,2,Highland,female,1-14
2021-01-04,41,72,4,2,Highland,female,15-44
2021-01-04,471,38,8,4,Highland,female,45-64
2021-01-04,332,41,2,3,Highland,female,65-74
2021-01-04,321,66,8,3,Highland,female,75-84
2021-01-04,132,79,7,2,Highland,female,85+
2021-01-04,201,99,4,2,Highland,male,0
2021-01-04,299,46,5,0,Highland,male,1-14
2021-01-04,288,47,7,1,Highland,male,15-44
2021-01-04,0,101,14,3,Highland,male,45-64
2021-01-04,212,51,5,2,Highland,male,65-74
2021-01-04,148,46,10,3,Highland,male,75-84
2021-01-04,258,50,12,1,Highland,male,85+
2021-01-04,467,53,12,3,Lanarkshire,female,0
2021-01-04,280,72,9,2,Lanarkshire,female,1-14
2021-01-04,39,90,11,2,Lanarkshire,female,15-44
2021-01-04,299,13,10,2,Lanarkshire,female,45-64
2021-01-04,394,83,9,3,Lanarkshire,female,65-74
2021-01-04,297,58,9,1,Lanarkshire,female,75-84
2021-01-04,211,41,5,2,Lanarkshire,female,85+
2021-01-04,249,74,13,3,Lanarkshire,male,0
2021-01-04,237,59,2,3,Lanarkshire,male,1-14
2021-01-04,196,59,10,3,Lanarkshire,male,15-44
2021-01-04,285,34,9,2,Lanarkshire,male,45-64
2021-01-04,260,66,6,1,Lanarkshire,male,65-74
2021-01-04,138,83,9,4,Lanarkshire,male,75-84
2021-01-04,114,22,13,2,Lanarkshire,male,85+
2021-01-04,416,52,11,2,Lothian,female,0
2021-01-04,169,83,10,5,Lothian,female,1-14
2021-01-04,499,85,5,3,Lothian,female,15-44
2021-01-04,176,61,6,2,Lothian,female,45-64
2021-01-04,312,8,8,1,Lothian,female,65-74
2021-01-04,358,85,7,1,Lothian,female,75-84
2021-01-04,310,50,5,0,Lothian,female,85+
2021-01-04,361,64,16,2,Lothian,male,0
2021-01-04,610,64,11,2,Lothian,male,1-14
2021-01-04,273,28,7,4,Lothian,male,15-44
2021-01-04,419,65,16,2,Lothian,male,45-64
2021-01-04,101,36,7,2,Lothian,male,65-74
2021-01-04,264,50,7,4,Lothian,male,75-84
2021-01-04,232,76,10,2,Lothian,male,85+
2021-01-04,284,56,13,2,Orkney,female,0
2021-01-04,267,45,3,1,Orkney,female,1-14
2021-01-04,256,68,7,2,Orkney,female,15-44
2021-01-04,189,52,13,3,Orkney,female,45-64
2021-01-04,377,34,4,3,Orkney,female,65-74
2021-01-04,268,39,13,2,Orkney,female,75-84
2021-01-04,346,0,5,3,Orkney,female,85+
2021-01-04,327,55,11,2,Orkney,male,0
2021-01-04,355,69,11,1,Orkney,male,1-14
2021-01-04,284,82,8,1,Orkney,male,15-44
2021-01-04,189,48,6,3,Orkney,male,45-64
2021-01-04,357,86,12,1,Orkney,male,65-74
2021-01-04,309,66,11,3,Orkney,male,75-84
2021-01-04,322,55,10,4,Orkney,male,85+
2021-01-04,427,105,7,3,Shetland,female,0
2021-01-04,208,47,14,0,Shetland,female,1-14
2021-01-04,173,29,12,3,Shetland,female,15-44
2021-01-04,278,14,8,3,Shetland,female,45-64
2021-01-04,185,17,11,2,Shetland,female,65-74
2021-01-04,184,89,9,4,Shetland,female,75-84
2021-01-04,331,31,9,0,Shetland,female,85+
2021-01-04,364,29,10,2,Shetland,male,0
2021-01-04,432,52,13,1,Shetland,male,1-14
2021-01-04,210,47,15,1,Shetland,male,15-44
2021-01-04,243,27,8,3,Shetland,male,45-64
2021-01-04,288,43,13,3,Shetland,male,65-74
2021-01-04,163,48,9,2,Shetland,male,75-84
2021-01-04,242,74,13,4,Shetland,male,85+
2021-01-04,279,30,9,3,Tayside,female,0
2021-01-04,323,70,2,2,Tayside,female,1-14
2021-01-04,275,17,9,1,Tayside,female,15-44
2021-01-04,47,73,5,4,Tayside,female,45-64
2021-01-04,422,57,6,3,Tayside,female,65-74
2021-01-04,391,46,15,3,Tayside,female,75-84
2021-01-04,380,33,12,5,Tayside,female,85+
2021-01-04,382,52,7,4,Tayside,male,0
2021-01-04,414,37,12,2,Tayside,male,1-14
2021-01-04,450,49,0,1,Tayside,male,15-44
2021-01-04,127,55,11,3,Tayside,male,45-64
2021-01-04,350,99,8,4,Tayside,male,65-74
2021-01-04,253,54,6,3,Tayside,male,75-84
2021-01-04,176,86,12,2,Tayside,male,85+
2021-01-04,174,35,14,4,Western Isles,female,0
2021-01-04,286,60,5,2,Western Isles,female,1-14
2021-01-04,275,56,15,3,Western Isles,female,15-44
2021-01-04,42,21,10,4,Western Isles,female,45-64
2021-01-04,411,21,9,2,Western Isles,female,65-74
2021-01-04,316,84,13,1,Western Isles,female,75-84
2021-01-04,187,43,9,4,Western Isles,female,85+
2021-01-04,234,28,12,2,Western Isles,male,0
2021-01-04,285,69,12,1,Western Isles,male,1-14
2021-01-04,212,76,14,4,Western Isles,male,15-44
2021-01-04,360,45,14,4,Western Isles,male,45-64
2021-01-04,316,31,8,2,Western Isles,male,65-74
2021-01-04,318,77,9,1,Western Isles,male,75-84
2021-01-04,287,29,8,2,Western Isles,male,85+
2021-01-05,332,48,5,2,Ayrshire and Arran,female,0
2021-01-05,59,116,8,3,Ayrshire and Arran,female,1-14
2021-01-05,174,83,9,1,Ayrshire and Arran,female,15-44
2021-01-05,348,59,14,2,Ayrshire and Arran,female,45-64
2021-01-05,326,49,4,2,Ayrshire and Arran,female,65-74
2021-01-05,179,68,15,1,Ayrshire and Arran,female,75-84
2021-01-05,230,51,14,2,Ayrshire and Arran,female,85+
2021-01-05,328,35,9,3,Ayrshire and Arran,male,0
2021-01-05,262,31,6,2,Ayrshire and Arran,male,1-14
2021-01-05,168,78,8,4,Ayrshire and Arran,male,15-44
2021-01-05,266,86,15,3,Ayrshire and Arran,male,45-64
2021-01-05,272,32,5,5,Ayrshire and Arran,male,65-74
2021-01-05,48,35,6,3,Ayrshire and Arran,male,75-84
2021-01-05,127,11,12,4,Ayrshire and Arran,male,85+
2021-01-05,234,60,13,3,Borders,female,0
2021-01-05,289,59,15,3,Borders,female,1-14
2021-01-05,400,62,9,0,Borders,female,15-44
2021-01-05,207,41,3,2,Borders,female,45-64
2021-01-05,326,93,13,1,Borders,female,65-74
2021-01-05,412,16,11,3,Borders,female,75-84
2021-01-05,298,33,16,1,Borders,female,85+
2021-01-05,193,64,17,2,Borders,male,0
2021-01-05,305,74,8,3,Borders,male,1-14
2021-01-05,392,59,7,3,Borders,male,15-44
2021-01-05,397,69,3,2,Borders,male,45-64
2021-01-05,138,68,12,3,Borders,male,65-74
2021-01-05,144,35,4,3,Borders,male,75-84
2021-01-05,317,79,6,2,Borders,male,85+
2021-01-05,283,76,8,2,Dumfries and Galloway,female,0
2021-01-05,25,53,11,4,Dumfries and Galloway,female,1-14
2021-01-05,236,41,7,1,Dumfries and Galloway,female,15-44
2021-01-05,492,26,3,2,Dumfries and Galloway,female,45-64
2021-01-05,483,54,9,0,Dumfries and Galloway,female,65-74
2021-01-05,250,79,5,2,Dumfries and Galloway,female,75-84
2021-01-05,393,77,10,3,Dumfries and Galloway,female,85+
2021-01-05,167,75,4,2,Dumfries and Galloway,male,0
2021-01-05,507,51,5,1,Dumfries and Galloway,male,1-14
2021-01-05,325,116,11,1,Dumfries and Galloway,male,15-44
2021-01-05,212,78,15,2,Dumfries and Galloway,male,45-64
2021-01-05,241,46,1,2,Dumfries and Galloway,male,65-74
2021-01-05,400,41,7,4,Dumfries and Galloway,male,75-84
2021-01-05,134,56,6,4,Dumfries and Galloway,male,85+
2021-01-05,220,47,9,3,Fife,female,0
2021-01-05,269,39,7,1,Fife,female,1-14
2021-01-05,349,48,12,1,Fife,female,15-44
2021-01-05,266,17,5,2,Fife,female,45-64
2021-01-05,280,69,15,2,Fife,female,65-74
2021-01-05,267,83,8,1,Fife,female,75-84
2021-01-05,399,27,9,2,Fife,female,85+
2021-01-05,484,36,6,2,Fife,male,0
2021-01-05,146,35,14,3,Fife,male,1-14
2021-01-05,534,99,14,3,Fife,male,15-44
2021-01-05,247,64,5,3,Fife,male,45-64
2021-01-05,235,23,15,3,Fife,male,65-74
2021-01-05,451,13,8,4,Fife,male,75-84
2021-01-05,132,62,15,3,Fife,male,85+
2021-01-05,107,66,6,3,Forth Valley,female,0
2021-01-05,95,53,14,2,Forth Valley,female,1-14
2021-01-05,364,21,12,2,Forth Valley,female,15-44
2021-01-05,408,59,13,2,Forth Valley,female,45-64
2021-01-05,320,6,13,1,Forth Valley,female,65-74
2021-01-05,19,16,9,1,Forth Valley,female,75-84
2021-01-05,215,88,14,1,Forth Valley,female,85+
2021-01-05,129,43,9,3,Forth Valley,male,0
2021-01-05,457,33,10,0,Forth Valley,male,1-14
2021-01-05,290,61,15,2,Forth Valley,male,15-44
2021-01-05,330,68,15,2,Forth Valley,male,45-64
2021-01-05,227,44,13,3,Forth Valley,male,65-74
2021-01-05,315,92,16,0,Forth Valley,male,75-84
2021-01-05,368,21,7,3,Forth Valley,male,85+
2021-01-05,259,75,10,3,Grampian,female,0
2021-01-05,455,58,10,3,Grampian,female,1-14
2021-01-05,359,43,5,3,Grampian,female,15-44
2021-01-05,393,43,10,2,Grampian,female,45-64
2021-01-05,0,0,10,2,Grampian,female,65-74
2021-01-05,337,70,8,2,Grampian,female,75-84
2021-01-05,307,9,4,4,Grampian,female,85+
2021-01-05,192,83,12,1,Grampian,male,0
2021-01-05,349,52,16,3,Grampian,male,1-14
2021-01-05,348,47,8,3,Grampian,male,15-44
2021-01-05,80,45,3,2,Grampian,male,45-64
2021-01-05,351,62,13,2,Grampian,male,65-74
2021-01-05,179,79,0,4,Grampian,male,75-84
2021-01-05,363,54,11,0,Grampian,male,85+
2021-01-05,242,35,6,3,Greater Glasgow and Clyde,female,0
2021-01-05,235,80,5,1,Greater Glasgow and Clyde,female,1-14
2021-01-05,371,36,14,3,Greater Glasgow and Clyde,female,15-44
2021-01-05,485,102,15,3,Greater Glasgow and Clyde,female,45-64
2021-01-05,368,63,9,3,Greater Glasgow and Clyde,female,65-74
2021-01-05,499,41,12,3,Greater Glasgow and Clyde,female,75-84
2021-01-05,424,62,6,3,Greater Glasgow and Clyde,female,85+
2021-01-05,207,61,9,3,Greater Glasgow and Clyde,male,0
2021-01-05,268,78,9,2,Greater Glasgow and Clyde,male,1-14
2021-01-05,185,88,3,4,Greater Glasgow and Clyde,male,15-44
2021-01-05,243,71,7,2,Greater Glasgow and Clyde,male,45-64
2021-01-05,104,46,14,3,Greater Glasgow and Clyde,male,65-74
2021-01-05,239,75,11,2,Greater Glasgow and Clyde,male,75-84
2021-01-05,307,77,9,0,Greater Glasgow and Clyde,male,85+
2021-01-05,192,40,3,3,Highland,female,0
2021-01-05,358,71,11,1,Highland,female,1-14
2021-01-05,90,39,8,2,Highland,female,15-44
2021-01-05,504,91,7,2,Highland,female,45-64
2021-01-05,424,78,9,2,Highland,female,65-74
2021-01-05,48,47,6,1,Highland,female,75-84
2021-01-05,86,49,6,2,Highland,female,85+
2021-01-05,460,92,13,2,Highland,male,0
2021-01-05,153,59,3,3,Highland,male,1-14
2021-01-05,391,62,12,3,Highland,male,15-44
2021-01-05,334,32,9,3,Highland,male,45-64
2021-01-05,65,70,5,3,Highland,male,65-74
2021-01-05,102,55,17,2,Highland,male,75-84
2021-01-05,222,56,12,2,Highland,male,85+
2021-01-05,289,51,11,1,Lanarkshire,female,0
2021-01-05,363,100,18,2,Lanarkshire,female,1-14
2021-01-05,323,97,4,3,Lanarkshire,female,15-44
2021-01-05,326,61,7,3,Lanarkshire,female,45-64
2021-01-05,385,55,10,2,Lanarkshire,female,65-74
2021-01-05,127,49,11,4,Lanarkshire,female,75-84
2021-01-05,128,41,11,1,Lanarkshire,female,85+
2021-01-05,486,97,12,2,Lanarkshire,male,0
2021-01-05,136,25,6,4,Lanarkshire,male,1-14
2021-01-05,475,90,12,2,Lanarkshire,male,15-44
2021-01-05,186,19,19,3,Lanarkshire,male,45-64
2021-01-05,182,20,6,3,Lanarkshire,male,65-74
2021-01-05,359,35,17,2,Lanarkshire,male,75-84
2021-01-05,353,61,10,2,Lanarkshire,male,85+
2021-01-05,180,56,8,3,Lothian,female,0
2021-01-05,297,40,8,4,Lothian,female,1-14
2021-01-05,44,38,10,2,Lothian,female,15-44
2021-01-05,316,70,8,0,Lothian,female,45-64
2021-01-05,283,32,7,2,Lothian,female,65-74
2021-01-05,297,62,6,2,Lothian,female,75-84
2021-01-05,389,33,15,1,Lothian,female,85+
2021-01-05,170,63,10,3,Lothian,male,0
2021-01-05,199,61,10,1,Lothian,male,1-14
2021-01-05,266,72,6,3,Lothian,male,15-44
2021-01-05,187,47,11,3,Lothian,male,45-64
2021-01-05,327,41,10,2,Lothian,male,65-74
2021-01-05,344,65,15,3,Lothian,male,75-84
2021-01-05,309,46,15,3,Lothian,male,85+
2021-01-05,364,63,10,2,Orkney,female,0
2021-01-05,424,52,13,1,Orkney,female,1-14
2021-01-05,118,42,6,3,Orkney,female,15-44
2021-01-05,158,68,6,2,Orkney,female,45-64
2021-01-05,54,38,10,1,Orkney,female,65-74
2021-01-05,230,33,15,4,Orkney,female,75-84
2021-01-05,348,51,7,1,Orkney,female,85+
2021-01-05,318,77,12,3,Orkney,male,0
2021-01-05,368,60,11,1,Orkney,male,1-14
2021-01-05,413,80,5,0,Orkney,male,15-44
2021-01-05,339,44,3,3,Orkney,male,45-64
2021-01-05,285,47,7,2,Orkney,male,65-74
2021-01-05,410,32,8,2,Orkney,male,75-84
2021-01-05,169,111,9,2,Orkney,male,85+
2021-01-05,287,112,4,0,Shetland,female,0
2021-01-05,272,21,7,4,Shetland,female,1-14
2021-01-05,266,50,11,4,Shetland,female,15-44
2021-01-05,349,28,2,2,Shetland,female,45-64
2021-01-05,234,45,6,3,Shetland,female,65-74
2021-01-05,92,57,6,4,Shetland,female,75-84
2021-01-05,253,63,11,1,Shetland,female,85+
2021-01-05,262,58,10,2,Shetland,male,0
2021-01-05,151,67,5,2,Shetland,male,1-14
2021-01-05,280,63,7,3,Shetland,male,15-44
2021-01-05,380,60,13,1,Shetland,male,45-64
2021-01-05,320,33,7,2,Shetland,male,65-74
2021-01-05,194,47,10,1,Shetland,male,75-84
2021-01-05,21,94,7,2,Shetland,male,85+
2021-01-05,513,50,7,4,Tayside,female,0
2021-01-05,212,52,11,4,Tayside,female,1-14
2021-01-05,274,57,10,1,Tayside,female,15-44
2021-01-05,417,57,7,2,Tayside,female,45-64
2021-01-05,322,40,11,0,Tayside,female,65-74
2021-01-05,374,50,6,0,Tayside,female,75-84
2021-01-05,316,26,8,4,Tayside,female,85+
2021-01-05,416,63,13,5,Tayside,male,0
2021-01-05,196,90,12,3,Tayside,male,1-14
2021-01-05,319,9,10,2,Tayside,male,15-44
2021-01-05,254,67,13,2,Tayside,male,45-64
2021-01-05,353,52,5,2,Tayside,male,65-74
2021-01-05,112,39,6,2,Tayside,male,75-84
2021-01-05,382,33,8,3,Tayside,male,85+
2021-01-05,302,50,6,2,Western Isles,female,0
2021-01-05,288,44,11,2,Western Isles,female,1-14
2021-01-05,230,71,9,2,Western Isles,female,15-44
2021-01-05,442,47,7,2,Western Isles,female,45-64
2021-01-05,269,23,7,4,Western Isles,female,65-74
2021-01-05,293,96,12,1,Western Isles,female,75-84
2021-01-05,286,52,8,6,Western Isles,female,85+
2021-01-05,215,88,13,3,Western Isles,male,0
2021-01-05,278,44,12,2,Western Isles,male,1-14
2021-01-05,205,73,12,4,Western Isles,male,15-44
2021-01-05,293,43,10,1,Western Isles,male,45-64
2021-01-05,322,71,7,3,Western Isles,male,65-74
2021-01-05,253,29,5,2,Western Isles,male,75-84
2021-01-05,438,27,5,3,Western Isles,male,85+
2021-01-06,342,27,8,0,Ayrshire and Arran,female,0
2021-01-06,321,45,5,2,Ayrshire and Arran,female,1-14
2021-01-06,212,55,10,4,Ayrshire and Arran,female,15-44
2021-01-06,439,70,10,2,Ayrshire and Arran,female,45-64
2021-01-06,215,41,8,3,Ayrshire and Arran,female,65-74
2021-01-06,520,24,7,2,Ayrshire and Arran,female,75-84
2021-01-06,224,54,1,1,Ayrshire and Arran,female,85+
2021-01-06,348,55,14,2,Ayrshire and Arran,male,0
